id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
12062,12.4,0.43,0.49,2.0,0.068,17.0,64.0,0.9958,3.3,0.65,9.5,5.0
12063,7.7,0.65,0.01,2.8,0.077,26.0,45.0,0.9968,3.36,0.56,9.8,5.0
12064,7.2,0.42,0.22,2.9,0.086,14.0,34.0,0.9956,3.39,0.52,9.9,6.0
12065,7.8,0.38,0.29,2.1,0.061,19.0,62.0,0.9986,3.34,0.6,9.8,5.0
12066,7.3,0.685,0.0,2.5,0.091,5.0,28.0,0.9974,3.48,0.57,9.3,5.0
12067,7.1,0.6,0.0,1.7,0.074,6.0,14.0,0.99736,3.38,0.61,9.5,5.0
12068,9.1,0.645,0.0,2.0,0.104,5.0,13.0,0.9966,3.15,0.56,11.5,6.0
12069,8.9,0.4,0.3,1.7,0.084,15.0,28.0,0.9976,3.37,0.58,10.5,6.0
12070,6.2,0.53,0.0,2.0,0.078,34.0,73.0,0.9976,3.41,0.57,10.9,6.0
12071,7.8,0.32,0.28,2.3,0.076,8.0,17.0,0.9972,3.26,0.6,9.8,6.0
12072,7.1,0.61,0.01,2.3,0.0819999999999999,26.0,64.0,0.99672,3.44,0.54,9.3,5.0
12073,7.7,0.63,0.03,1.8,0.071,8.0,21.0,0.9969,3.31,0.55,9.5,6.0
12074,6.8,0.57,0.02,2.4,0.049,15.0,21.0,0.9988,3.2,0.53,12.6,7.0
12075,7.7,0.43,0.42,2.8,0.076,6.0,27.0,0.99708,3.24,0.57,9.9,5.0
12076,7.6,0.57,0.0,1.7,0.093,22.0,58.0,0.9968,3.26,0.61,9.2,5.0
12077,7.1,0.72,0.07,2.8,0.069,18.0,84.0,0.9966,3.32,0.52,9.5,5.0
12078,7.3,0.66,0.0,2.5,0.066,7.0,31.0,0.9998,3.3,0.56,11.9,7.0
12079,10.4,0.4,0.48,2.2,0.066,7.0,35.0,0.99584,3.17,0.6,11.9,7.0
12080,7.3,0.53,0.01,2.1,0.066,9.0,21.0,0.99702,3.22,0.51,11.2,6.0
12081,8.1,0.38,0.33,1.9,0.098,7.0,16.0,0.9982,3.38,0.59,9.4,6.0
12082,6.9,0.38,0.47,1.8,0.08,19.0,32.0,0.99655,3.36,0.49,9.4,5.0
12083,10.9,0.63,0.0,2.0,0.084,5.0,25.0,0.99408,3.51,0.55,11.0,6.0
12084,7.8,0.31,0.45,2.4,0.071,5.0,12.0,0.9994,3.24,0.54,9.8,5.0
12085,8.7,0.78,0.29,1.9,0.08,14.0,28.0,0.9978,3.47,0.52,9.0,7.0
12086,10.5,0.39,0.45,2.3,0.1,5.0,11.0,0.9981,3.1,0.66,10.0,5.0
12087,7.8,0.51,0.23,1.8,0.099,12.0,31.0,0.99639,3.16,0.56,11.2,6.0
12088,7.3,0.51,0.02,2.1,0.09,13.0,31.0,0.9978,3.48,0.67,9.5,5.0
12089,8.2,0.57,0.26,2.5,0.077,27.0,61.0,0.9973,3.31,0.54,9.9,5.0
12090,6.8,0.55,0.14,2.4,0.0819999999999999,32.0,86.0,0.9991,3.47,0.58,9.7,5.0
12091,8.0,0.5,0.21,1.9,0.066,18.0,38.0,0.9997,3.36,0.65,10.5,6.0
12092,7.8,0.67,0.02,1.7,0.078,21.0,74.0,0.99739,3.08,0.57,9.5,6.0
12093,6.9,0.51,0.02,5.1,0.105,8.0,25.0,0.99685,3.16,0.73,11.7,5.0
12094,8.6,0.25,0.34,2.6,0.0969999999999999,10.0,28.0,0.99824,3.4,0.63,11.7,7.0
12095,7.6,0.66,0.06,1.8,0.076,13.0,28.0,0.9965,3.39,0.57,10.6,6.0
12096,7.7,0.5,0.09,2.6,0.092,6.0,13.0,0.99418,3.21,0.58,9.4,6.0
12097,8.0,0.62,0.22,2.0,0.065,7.0,18.0,0.99332,3.32,0.67,12.4,3.0
12098,9.3,0.635,0.22,2.6,0.078,3.0,15.0,0.9964,3.32,0.52,9.5,5.0
12099,9.5,0.24,0.49,2.0,0.071,24.0,64.0,0.9962,3.27,0.49,10.2,7.0
12100,7.6,0.84,0.07,2.6,0.083,5.0,12.0,0.99642,3.38,0.55,10.0,6.0
12101,6.8,0.67,0.0,1.6,0.081,21.0,92.0,0.9966,3.4,0.58,12.0,7.0
12102,10.4,0.31,0.56,2.0,0.1169999999999999,6.0,14.0,0.99534,3.22,0.69,11.5,6.0
12103,7.9,0.5,0.0,2.4,0.073,15.0,38.0,0.9968,3.38,0.64,10.0,6.0
12104,9.0,0.66,0.28,1.9,0.095,9.0,19.0,0.9994,3.31,0.58,11.9,6.0
12105,9.0,0.37,0.33,2.9,0.074,8.0,17.0,0.9959,3.43,0.55,10.6,8.0
12106,7.5,0.74,0.05,1.4,0.093,16.0,37.0,0.99622,3.41,0.57,9.4,5.0
12107,12.9,0.36,0.66,2.8,0.071,6.0,25.0,0.9956,3.17,0.68,9.3,5.0
12108,8.0,0.695,0.09,1.8,0.07,10.0,36.0,0.9994,3.16,0.56,9.5,5.0
12109,10.4,0.59,0.64,2.0,0.088,12.0,24.0,0.9969,3.16,0.58,10.8,6.0
12110,8.0,0.38,0.43,2.4,0.07,29.0,44.0,0.9968,3.09,0.61,12.0,4.0
12111,7.9,0.56,0.05,1.6,0.069,10.0,28.0,0.9961,3.31,1.06,9.8,5.0
12112,6.7,0.51,0.01,1.8,0.0559999999999999,11.0,20.0,0.9955,3.43,0.49,10.8,5.0
12113,12.8,0.31,0.66,1.9,0.074,7.0,19.0,0.9986,3.09,0.6,9.1,6.0
12114,8.8,0.24,0.42,2.3,0.072,23.0,113.0,0.9994,3.28,0.85,9.9,5.0
12115,7.6,0.58,0.18,2.6,0.086,11.0,22.0,0.99733,3.14,0.58,9.8,5.0
12116,9.5,0.31,0.51,1.9,0.0819999999999999,4.0,16.0,0.9994,3.41,0.94,10.0,5.0
12117,8.3,0.49,0.26,2.4,0.074,7.0,33.0,0.99774,3.28,0.56,11.9,7.0
12118,9.1,0.49,0.28,1.9,0.073,10.0,43.0,0.9987,3.28,0.55,11.8,5.0
12119,7.5,0.715,0.24,2.4,0.073,5.0,28.0,0.9991,3.3,0.69,12.8,7.0
12120,7.9,0.61,0.0,1.8,0.055,12.0,89.0,0.9979,3.61,0.54,10.0,6.0
12121,9.0,0.34,0.42,2.6,0.074,16.0,54.0,0.9962,3.31,0.5,9.5,5.0
12122,6.3,0.42,0.39,2.0,0.081,32.0,54.0,0.99652,3.52,0.81,10.6,7.0
12123,10.2,0.5,0.39,2.1,0.062,15.0,42.0,0.9982,3.21,0.62,9.4,6.0
12124,8.2,0.26,0.47,2.0,0.077,10.0,44.0,0.9968,3.2,0.7,9.8,5.0
12125,7.0,0.61,0.04,1.8,0.076,8.0,23.0,0.9979,3.36,0.73,9.7,6.0
12126,7.5,0.66,0.0,1.9,0.104,6.0,15.0,0.99444,3.61,0.52,11.1,6.0
12127,8.2,0.32,0.54,2.1,0.074,5.0,9.0,0.9969,3.27,0.77,11.4,5.0
12128,7.3,0.5,0.0,2.5,0.091,38.0,54.0,0.9974,3.16,0.7,9.5,5.0
12129,7.2,0.52,0.24,2.0,0.074,8.0,31.0,0.9972,3.4,0.61,10.4,5.0
12130,7.8,0.645,0.02,1.7,0.078,19.0,28.0,0.9978,3.36,0.66,9.3,6.0
12131,10.0,0.37,0.26,2.0,0.0819999999999999,9.0,32.0,0.9964,3.14,0.67,9.5,5.0
12132,7.1,0.835,0.0,1.8,0.081,10.0,26.0,0.9972,3.42,0.56,9.4,5.0
12133,8.8,0.62,0.39,2.1,0.074,17.0,86.0,0.9962,3.26,0.62,10.0,6.0
12134,9.5,0.32,0.74,2.4,0.086,5.0,16.0,0.9972,3.28,0.53,9.5,5.0
12135,8.0,0.51,0.24,1.7,0.079,7.0,22.0,0.9986,3.3,0.66,9.5,5.0
12136,7.1,0.42,0.27,2.1,0.087,15.0,64.0,0.9963,3.44,0.52,9.2,5.0
12137,9.7,0.46,0.36,2.1,0.068,4.0,7.0,0.99745,3.26,0.65,9.4,6.0
12138,10.6,0.43,0.49,4.6,0.086,10.0,22.0,0.99786,3.28,0.73,10.8,5.0
12139,8.6,0.54,0.34,2.4,0.079,12.0,28.0,0.99586,3.22,0.64,9.8,6.0
12140,7.6,0.58,0.27,1.9,0.084,10.0,18.0,0.9979,3.51,0.65,10.0,5.0
12141,7.9,0.46,0.4,2.8,0.093,52.0,70.0,0.9958,3.38,0.68,11.3,5.0
12142,7.9,0.55,0.02,2.1,0.079,14.0,45.0,0.99462,3.4,0.52,11.3,5.0
12143,7.5,0.67,0.08,2.3,0.059,31.0,51.0,0.99976,3.31,0.6,10.2,6.0
12144,7.1,0.33,0.48,2.0,0.09,10.0,24.0,0.99708,3.31,0.6,9.9,5.0
12145,7.2,0.69,0.0,2.6,0.079,9.0,24.0,0.99586,3.33,0.68,11.2,6.0
12146,8.9,0.43,0.31,2.0,0.08,16.0,77.0,0.9978,3.34,0.54,9.9,4.0
12147,7.6,0.36,0.42,1.9,0.0819999999999999,3.0,10.0,0.99655,3.18,0.54,10.7,3.0
12148,13.5,0.41,0.44,2.4,0.068,38.0,52.0,1.00242,3.16,0.74,10.2,6.0
12149,6.7,0.33,0.11,1.6,0.074,18.0,46.0,0.9955,3.39,0.55,9.7,6.0
12150,7.8,0.63,0.15,1.9,0.067,12.0,28.0,0.99586,3.39,0.6,9.7,5.0
12151,8.9,0.32,0.51,2.1,0.075,10.0,49.0,0.9982,3.17,0.57,12.6,6.0
12152,11.5,0.18,0.42,2.0,0.092,8.0,16.0,0.9976,3.23,0.83,9.8,6.0
12153,7.2,0.61,0.03,2.1,0.098,29.0,66.0,0.99728,3.36,0.51,10.0,5.0
12154,9.1,0.39,0.42,2.2,0.074,5.0,31.0,0.9953,3.26,0.8,9.4,5.0
12155,8.9,0.48,0.0,1.8,0.074,10.0,23.0,0.99568,3.6,0.53,10.8,7.0
12156,7.3,0.4,0.21,2.0,0.084,10.0,22.0,0.9972,3.44,0.56,9.5,6.0
12157,7.6,0.61,0.05,2.0,0.081,14.0,22.0,0.9988,3.34,0.61,10.8,6.0
12158,10.0,0.28,0.48,1.7,0.0579999999999999,27.0,52.0,0.9991,3.26,0.82,11.8,8.0
12159,9.9,0.44,0.43,2.8,0.0819999999999999,17.0,101.0,0.9976,3.18,0.53,9.8,6.0
12160,9.4,0.32,0.33,2.0,0.074,16.0,38.0,0.99576,3.3,0.61,10.4,6.0
12161,7.1,0.68,0.04,2.3,0.0969999999999999,18.0,39.0,0.99656,3.38,0.65,12.7,5.0
12162,8.9,0.69,0.22,2.0,0.09,6.0,20.0,0.99498,3.3,0.49,9.9,5.0
12163,7.1,0.59,0.2,2.0,0.071,10.0,28.0,0.99472,3.42,0.58,10.8,6.0
12164,7.1,0.38,0.39,2.1,0.072,35.0,70.0,0.9986,3.22,0.62,10.4,8.0
12165,6.3,0.38,0.32,2.6,0.079,13.0,28.0,0.9948,3.33,0.82,9.5,5.0
12166,11.9,0.35,0.66,2.8,0.076,25.0,52.0,0.9982,3.3,0.55,10.2,6.0
12167,7.5,0.645,0.14,2.2,0.074,8.0,23.0,0.9971,3.15,0.59,9.4,4.0
12168,7.8,0.49,0.0,1.9,0.0819999999999999,23.0,54.0,0.9972,3.31,0.65,9.7,6.0
12169,9.3,0.38,0.32,2.1,0.084,23.0,44.0,0.9982,3.39,0.6,9.8,5.0
12170,6.8,0.62,0.23,2.0,0.077,12.0,35.0,0.99478,3.42,0.57,10.0,5.0
12171,9.9,0.58,0.25,2.0,0.094,32.0,48.0,0.9968,3.39,0.56,9.2,4.0
12172,10.0,0.39,0.24,1.7,0.07,6.0,15.0,0.9981,3.22,0.54,10.3,5.0
12173,6.3,0.67,0.0,2.1,0.09,13.0,35.0,0.9982,3.49,0.6,9.5,5.0
12174,8.0,0.52,0.22,2.0,0.083,15.0,38.0,0.9982,3.37,0.56,10.6,5.0
12175,8.4,0.38,0.49,2.0,0.081,13.0,49.0,0.99704,3.15,0.63,11.5,6.0
12176,6.7,0.59,0.02,2.0,0.079,6.0,14.0,0.99418,3.41,0.56,11.5,6.0
12177,7.5,0.625,0.13,1.5,0.073,6.0,13.0,0.99546,3.36,0.57,10.4,5.0
12178,5.6,0.62,0.05,2.1,0.079,4.0,9.0,0.9962,3.53,0.57,9.5,5.0
12179,6.7,0.57,0.0,1.8,0.094,5.0,32.0,0.99576,3.6,0.55,9.6,5.0
12180,9.1,0.54,0.13,1.7,0.077,6.0,28.0,0.9974,3.16,0.54,9.6,5.0
12181,7.0,0.63,0.06,1.8,0.073,16.0,28.0,0.9965,3.35,0.59,9.6,5.0
12182,12.8,0.52,0.44,2.6,0.093,6.0,15.0,0.9976,3.2,0.65,9.5,5.0
12183,6.6,0.38,0.14,2.3,0.076,6.0,29.0,0.9948,3.35,0.62,10.9,6.0
12184,8.2,0.42,0.29,2.1,0.0819999999999999,6.0,38.0,0.9962,3.23,0.48,9.2,5.0
12185,6.8,0.68,0.06,2.1,0.08,15.0,31.0,0.99745,3.44,0.67,9.7,6.0
12186,6.9,0.43,0.11,1.8,0.073,28.0,54.0,0.9946,3.37,0.63,10.9,7.0
12187,10.6,0.29,0.51,1.7,0.062,13.0,45.0,0.99562,3.02,0.63,9.1,5.0
12188,10.6,0.38,0.49,2.2,0.0819999999999999,9.0,19.0,1.001,3.27,0.64,11.0,6.0
12189,7.4,0.53,0.06,2.0,0.077,19.0,33.0,0.9978,3.51,0.6,12.4,7.0
12190,7.2,0.49,0.1,2.4,0.074,5.0,15.0,0.9976,3.15,0.59,9.4,5.0
12191,6.8,0.72,0.09,2.0,0.09,5.0,18.0,0.99616,3.45,0.64,10.3,6.0
12192,6.4,0.68,0.0,1.8,0.0819999999999999,17.0,94.0,0.9974,3.52,0.53,9.9,6.0
12193,8.0,0.42,0.42,1.9,0.0819999999999999,14.0,28.0,0.998,3.29,0.71,9.4,5.0
12194,7.8,0.46,0.02,1.7,0.078,27.0,73.0,0.9966,3.36,0.68,9.4,5.0
12195,7.3,0.45,0.12,1.8,0.085,28.0,58.0,0.9982,3.52,0.67,12.7,6.0
12196,8.0,0.615,0.0,2.4,0.067,3.0,19.0,0.9964,3.27,0.6,9.5,6.0
12197,8.9,0.31,0.49,2.24,0.077,17.0,45.0,0.99704,3.02,0.62,10.8,6.0
12198,10.0,0.45,0.46,1.9,0.06,10.0,28.0,0.9983,3.33,0.64,9.9,6.0
12199,8.2,0.46,0.24,2.1,0.079,6.0,15.0,0.9969,3.35,0.63,9.4,6.0
12200,6.9,0.87,0.05,1.8,0.092,23.0,59.0,0.99746,3.18,0.57,10.1,7.0
12201,7.9,0.78,0.28,2.4,0.078,16.0,86.0,0.99576,3.17,0.62,9.7,5.0
12202,8.1,0.4,0.49,2.0,0.071,20.0,48.0,0.99396,3.12,0.61,11.0,6.0
12203,7.5,0.67,0.03,1.8,0.064,11.0,46.0,0.9987,3.32,0.55,9.7,6.0
12204,7.3,0.645,0.1,2.5,0.0969999999999999,12.0,49.0,0.99738,3.36,0.55,9.5,5.0
12205,7.8,0.49,0.39,2.3,0.077,5.0,23.0,0.99786,3.2,0.64,9.9,6.0
12206,8.9,0.37,0.4,2.0,0.086,5.0,17.0,0.9976,3.29,0.77,12.0,6.0
12207,7.3,0.65,0.0,2.3,0.095,6.0,32.0,0.9972,3.36,0.59,9.5,5.0
12208,7.2,0.41,0.39,2.3,0.095,14.0,35.0,0.9982,3.33,0.56,9.5,6.0
12209,7.5,0.66,0.01,2.0,0.078,8.0,30.0,0.9987,3.47,0.56,9.8,5.0
12210,7.8,0.51,0.02,2.8,0.052,9.0,28.0,0.9988,3.39,0.54,9.3,5.0
12211,7.6,0.6,0.08,1.9,0.079,8.0,28.0,0.9966,3.31,0.56,9.4,6.0
12212,8.3,0.28,0.51,2.0,0.085,18.0,38.0,0.99774,3.12,0.8,9.3,5.0
12213,7.5,0.52,0.03,2.3,0.096,5.0,15.0,0.9968,3.37,0.54,10.2,6.0
12214,8.6,0.74,0.08,2.2,0.069,31.0,60.0,0.9986,3.07,0.7,9.4,5.0
12215,8.2,0.36,0.45,1.8,0.1159999999999999,12.0,40.0,0.9972,3.28,0.73,12.6,6.0
12216,7.0,0.655,0.04,2.1,0.086,6.0,12.0,0.9961,3.4,0.74,9.2,6.0
12217,8.8,0.69,0.49,2.5,0.214,17.0,86.0,0.9996,3.26,0.79,9.4,5.0
12218,9.1,0.31,0.42,1.9,0.079,11.0,49.0,0.9972,3.4,0.74,9.3,5.0
12219,6.5,0.48,0.24,2.6,0.076,12.0,26.0,0.99531,3.36,0.53,11.5,7.0
12220,7.9,0.31,0.45,2.0,0.0819999999999999,4.0,20.0,0.99258,3.32,0.62,9.5,5.0
12221,8.1,0.62,0.0,1.8,0.084,5.0,14.0,0.9946,3.52,0.46,9.3,5.0
12222,7.5,0.54,0.11,2.2,0.079,24.0,58.0,0.9987,3.36,0.55,9.2,6.0
12223,7.3,0.735,0.09,1.8,0.0559999999999999,10.0,22.0,0.9955,3.22,0.55,9.4,4.0
12224,9.3,0.52,0.24,1.9,0.079,4.0,11.0,0.9987,3.27,0.57,11.0,7.0
12225,7.7,0.69,0.01,2.5,0.076,11.0,28.0,0.9976,3.54,0.72,9.3,5.0
12226,7.6,0.44,0.33,2.6,0.064,5.0,12.0,0.9986,3.42,0.65,9.3,6.0
12227,7.8,0.64,0.19,1.8,0.103,6.0,13.0,0.9969,3.36,0.53,9.7,6.0
12228,6.6,0.645,0.04,2.0,0.0969999999999999,17.0,42.0,0.9994,3.47,0.61,10.3,6.0
12229,8.7,0.38,0.22,2.0,0.078,8.0,29.0,0.9948,3.29,0.52,9.7,6.0
12230,7.4,0.56,0.0,5.5,0.0819999999999999,6.0,15.0,0.99586,3.39,0.49,11.2,7.0
12231,7.1,0.33,0.31,2.0,0.076,29.0,64.0,0.99656,3.24,0.56,10.6,6.0
12232,7.6,0.43,0.31,2.6,0.086,11.0,49.0,0.9948,3.25,0.59,9.6,5.0
12233,11.3,0.41,0.45,1.9,0.079,5.0,10.0,0.9976,3.24,0.56,10.8,5.0
12234,8.9,0.32,0.25,2.2,0.078,19.0,46.0,0.99564,3.35,0.56,11.0,6.0
12235,6.3,0.6,0.0,2.1,0.079,8.0,21.0,0.9962,3.51,0.62,10.0,6.0
12236,7.4,0.67,0.24,1.4,0.07,31.0,133.0,0.99718,3.31,0.52,9.4,6.0
12237,8.9,0.48,0.24,2.0,0.077,26.0,48.0,0.9987,3.24,0.52,9.3,6.0
12238,7.2,0.42,0.32,2.1,0.074,10.0,23.0,0.9956,3.37,0.67,9.5,5.0
12239,6.6,0.58,0.0,2.3,0.073,6.0,28.0,0.9969,3.5,0.49,12.0,7.0
12240,9.9,0.28,0.49,2.1,0.091,20.0,44.0,0.9978,3.19,0.76,10.9,6.0
12241,7.0,0.74,0.2,3.1,0.076,20.0,47.0,0.9974,3.3,1.03,10.3,6.0
12242,6.9,0.58,0.18,2.5,0.079,14.0,86.0,0.9988,3.44,0.59,9.4,5.0
12243,7.7,0.31,0.37,2.4,0.073,14.0,33.0,0.99592,3.14,0.6,9.6,6.0
12244,7.0,0.52,0.09,2.2,0.066,5.0,15.0,0.99394,3.37,0.56,11.0,6.0
12245,8.8,0.38,0.4,1.8,0.1169999999999999,10.0,23.0,0.99672,3.16,0.5,9.5,5.0
12246,6.8,0.685,0.0,1.9,0.069,31.0,51.0,0.99648,3.42,0.6,10.0,6.0
12247,7.1,0.47,0.0,2.2,0.068,4.0,12.0,0.99774,3.42,0.62,9.3,5.0
12248,13.7,0.28,0.66,2.3,0.077,9.0,28.0,0.9986,3.18,0.58,10.1,4.0
12249,8.7,0.745,0.0,2.0,0.0819999999999999,5.0,19.0,0.99621,3.34,0.54,9.8,5.0
12250,6.4,0.67,0.0,2.6,0.095,17.0,45.0,0.99458,3.41,0.49,9.7,5.0
12251,6.7,0.36,0.32,2.0,0.075,14.0,33.0,0.99476,3.38,0.93,10.5,5.0
12252,7.1,0.58,0.0,1.8,0.077,19.0,37.0,0.9968,3.42,0.58,9.5,6.0
12253,6.8,0.73,0.01,2.0,0.07,14.0,32.0,0.99545,3.45,0.52,10.4,5.0
12254,8.2,0.44,0.1,2.3,0.0819999999999999,17.0,44.0,0.9959,3.5,0.61,9.5,6.0
12255,7.8,0.32,0.31,2.8,0.078,9.0,23.0,0.99557,3.38,0.59,9.6,5.0
12256,7.7,0.6,0.25,1.9,0.078,7.0,28.0,0.998,3.3,0.57,9.2,5.0
12257,6.5,0.56,0.02,2.4,0.09,6.0,16.0,0.9961,3.36,0.54,11.0,7.0
12258,8.1,0.34,0.33,2.4,0.102,14.0,48.0,0.9982,3.23,0.57,9.7,5.0
12259,7.5,0.39,0.12,1.8,0.08,16.0,119.0,0.9956,3.39,0.5,9.5,5.0
12260,10.0,0.43,0.39,2.0,0.081,14.0,22.0,0.9976,3.3,0.6,9.8,5.0
12261,12.5,0.35,0.49,2.3,0.1119999999999999,8.0,19.0,0.99768,3.3,0.58,11.4,5.0
12262,7.5,0.28,0.41,2.0,0.093,14.0,26.0,0.9965,3.35,0.78,11.0,6.0
12263,9.1,0.42,0.37,2.1,0.08,14.0,45.0,0.9976,3.22,0.56,10.1,6.0
12264,7.0,0.61,0.0,2.0,0.084,19.0,51.0,0.99774,3.42,0.59,9.3,6.0
12265,7.3,0.52,0.01,2.8,0.074,5.0,19.0,0.9972,3.33,0.6,9.6,6.0
12266,9.4,0.35,0.48,2.1,0.088,6.0,17.0,0.99712,3.2,0.81,10.6,6.0
12267,7.7,0.38,0.28,2.2,0.077,24.0,94.0,0.9984,3.26,0.4,9.8,5.0
12268,8.8,0.46,0.26,1.9,0.07,27.0,60.0,0.99572,3.16,0.53,9.9,5.0
12269,7.2,0.4,0.29,2.5,0.057,3.0,7.0,0.9976,3.46,0.51,9.3,6.0
12270,7.8,0.65,0.03,2.5,0.095,7.0,24.0,0.9972,3.38,0.59,10.6,7.0
12271,8.4,0.45,0.32,2.4,0.073,10.0,23.0,0.9952,3.37,0.61,9.2,5.0
12272,11.6,0.5,0.4,2.1,0.086,6.0,32.0,0.9964,3.47,0.81,12.3,6.0
12273,7.6,0.6,0.0,1.8,0.08,14.0,31.0,0.9972,3.31,0.62,10.8,8.0
12274,7.4,0.645,0.0,2.3,0.07,18.0,46.0,0.9996,3.39,0.6,9.3,4.0
12275,9.5,0.34,0.44,2.3,0.078,3.0,14.0,0.9994,3.34,0.65,10.2,6.0
12276,7.8,0.59,0.4,2.6,0.067,14.0,86.0,0.9971,3.24,0.57,9.2,4.0
12277,7.0,0.59,0.28,2.6,0.08,11.0,119.0,0.9972,3.34,0.58,9.4,6.0
12278,8.2,0.39,0.31,2.3,0.0819999999999999,5.0,19.0,0.99656,3.27,0.68,10.1,5.0
12279,9.9,0.66,0.03,2.0,0.095,9.0,20.0,0.9972,3.34,0.73,10.9,6.0
12280,9.8,0.49,0.22,1.9,0.074,6.0,15.0,0.9987,3.2,0.59,9.4,5.0
12281,8.0,0.35,0.49,2.6,0.079,6.0,19.0,0.9966,3.31,0.6,11.8,6.0
12282,9.3,0.59,0.42,2.0,0.077,17.0,37.0,0.99652,3.14,0.77,9.5,5.0
12283,8.3,0.69,0.0,1.7,0.081,14.0,40.0,0.9974,3.26,0.55,9.4,4.0
12284,7.4,0.7,0.0,2.0,0.081,6.0,14.0,0.9978,3.44,0.87,9.4,6.0
12285,10.9,0.36,0.49,1.8,0.0819999999999999,18.0,72.0,1.0004,3.23,0.62,9.2,5.0
12286,7.7,0.44,0.24,3.2,0.084,4.0,14.0,0.9972,3.36,0.62,9.3,6.0
12287,9.0,0.36,0.31,3.0,0.0559999999999999,14.0,54.0,0.99546,3.34,0.76,11.7,6.0
12288,7.4,0.52,0.1,2.2,0.079,29.0,46.0,0.9964,3.21,0.68,9.5,6.0
12289,6.2,0.38,0.18,2.5,0.073,12.0,29.0,0.99724,3.49,0.56,11.2,6.0
12290,6.6,0.735,0.05,1.7,0.078,10.0,21.0,0.9966,3.2,0.57,12.3,6.0
12291,9.1,0.31,0.41,1.7,0.065,15.0,26.0,0.99652,3.17,0.82,11.2,6.0
12292,7.7,0.57,0.01,2.3,0.081,9.0,29.0,0.9968,3.39,0.66,10.0,6.0
12293,8.8,0.54,0.18,2.0,0.1,9.0,31.0,0.99572,3.18,0.71,9.5,6.0
12294,6.6,0.33,0.37,1.8,0.069,11.0,46.0,0.99586,3.47,0.76,10.0,5.0
12295,7.3,0.69,0.0,2.4,0.073,17.0,43.0,0.9976,3.38,0.59,9.4,5.0
12296,10.4,0.39,0.49,2.1,0.08,6.0,27.0,0.9972,3.24,0.64,11.3,6.0
12297,8.8,0.47,0.22,1.9,0.09,28.0,52.0,0.9974,3.38,0.52,9.7,5.0
12298,7.5,0.43,0.24,2.6,0.079,24.0,58.0,0.9952,3.09,0.58,11.2,6.0
12299,8.8,0.7,0.0,2.1,0.092,5.0,10.0,0.99836,3.36,0.48,11.8,7.0
12300,9.0,0.33,0.43,2.2,0.091,9.0,17.0,0.9994,3.08,0.73,10.5,4.0
12301,6.1,0.49,0.27,2.2,0.076,25.0,52.0,0.9955,3.3,0.72,9.6,6.0
12302,7.9,0.37,0.49,2.6,0.095,25.0,50.0,0.9991,3.36,0.63,10.7,6.0
12303,7.0,0.66,0.02,1.7,0.0819999999999999,17.0,91.0,0.99612,3.42,0.61,9.7,5.0
12304,8.1,0.34,0.24,1.9,0.078,24.0,91.0,0.9972,3.45,0.61,9.8,5.0
12305,6.9,0.64,0.0,2.5,0.093,8.0,32.0,0.9994,3.43,0.57,9.6,5.0
12306,7.0,0.57,0.03,2.9,0.048,12.0,28.0,0.9983,3.54,0.61,10.0,6.0
12307,7.9,0.4,0.24,2.1,0.077,6.0,22.0,0.996,3.42,0.52,10.7,6.0
12308,9.2,0.4,0.49,2.2,0.094,9.0,49.0,0.9966,3.2,0.69,11.6,7.0
12309,7.6,0.39,0.25,6.1,0.078,5.0,16.0,0.99672,3.42,0.55,10.2,6.0
12310,7.0,0.53,0.02,2.6,0.079,17.0,38.0,0.99577,3.39,0.54,11.2,5.0
12311,7.6,0.45,0.26,2.2,0.095,8.0,21.0,0.9972,3.47,0.6,11.2,6.0
12312,8.3,0.43,0.33,2.2,0.066,7.0,16.0,0.9955,3.4,0.66,9.9,6.0
12313,8.9,0.24,0.43,1.8,0.086,23.0,52.0,0.997,3.27,0.78,9.7,5.0
12314,9.3,0.51,0.29,2.8,0.071,6.0,16.0,0.99546,3.24,0.66,9.6,5.0
12315,8.8,0.6,0.19,3.1,0.077,7.0,32.0,0.99708,3.19,0.54,10.7,5.0
12316,6.9,0.6,0.14,2.3,0.09,26.0,65.0,0.9964,3.44,0.53,9.5,5.0
12317,6.7,0.84,0.03,1.8,0.083,6.0,14.0,0.99538,3.41,0.63,10.9,5.0
12318,7.3,0.37,0.44,2.4,0.0819999999999999,17.0,43.0,0.9974,3.32,0.55,10.1,5.0
12319,9.0,0.43,0.27,2.3,0.084,12.0,42.0,0.9986,3.39,0.74,10.6,6.0
12320,7.1,0.74,0.0,2.0,0.063,14.0,37.0,0.99538,3.36,0.57,10.5,6.0
12321,6.6,0.39,0.28,2.2,0.103,6.0,18.0,0.99656,3.44,0.63,12.6,6.0
12322,8.9,0.3,0.47,1.8,0.0579999999999999,7.0,31.0,0.9991,3.3,0.5,9.9,5.0
12323,7.9,0.735,0.0,2.0,0.077,18.0,44.0,0.9973,3.45,0.54,10.1,6.0
12324,8.2,0.67,0.0,2.6,0.0819999999999999,6.0,15.0,1.0004,3.36,0.73,9.9,5.0
12325,9.4,0.47,0.24,2.2,0.08,28.0,60.0,0.99656,3.18,0.54,9.8,5.0
